"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
2,9,4,4,7,7,3,6,10,11
3,8,3,3,6,5,6,11,8,16
2,12,2,7,9,3,8,10,4,18
8,14,1,9,10,9,5,15,14,25
3,2,2,4,1,6,2,4,9,6
9,9,6,11,9,11,6,9,21,20
3,13,0,3,6,0,3,12,5,26
5,5,4,8,5,8,5,8,10,8
22,27,13,27,24,24,15,33,48,49
2,5,2,2,4,2,1,4,7,8
9,8,4,8,5,10,6,14,16,11
4,10,1,9,7,7,5,7,10,12
1,6,1,0,2,2,0,6,4,7
3,3,2,6,2,5,1,3,8,5
2,3,1,1,2,2,1,3,5,4
0,2,1,1,4,2,0,5,6,11
4,4,2,5,9,6,2,4,6,15
8,11,4,14,10,6,11,13,11,25
10,12,8,16,8,12,8,15,23,27
3,3,1,3,3,4,3,8,9,10
4,8,4,6,8,5,6,8,10,13
1,6,0,2,5,1,2,5,3,8
7,6,7,11,5,11,10,13,20,14
2,3,3,7,4,6,3,3,11,8
2,6,0,6,5,3,6,6,9,14
2,11,2,11,8,6,9,7,12,10
7,7,5,9,5,11,7,8,18,13
5,10,4,10,6,11,3,8,16,14
8,18,7,10,13,8,8,10,18,19
2,5,2,2,6,5,2,6,9,13
8,8,5,9,6,11,4,6,16,10
4,12,4,10,9,6,4,12,12,26
6,3,4,9,3,11,4,1,12,5
6,7,5,6,3,3,4,7,14,12
0,3,2,4,4,3,0,6,2,7
5,13,3,6,6,9,4,6,13,18
2,8,2,4,8,4,5,6,7,12
8,10,8,10,10,8,7,11,21,24
2,6,2,6,5,3,2,5,4,8
9,7,4,5,3,6,4,6,14,10
7,4,1,8,1,6,0,6,14,4
5,8,4,7,9,8,11,7,13,17
3,6,1,4,3,4,3,3,8,8
1,4,1,4,2,5,1,5,10,5
1,12,2,5,4,4,2,10,8,16
1,6,3,2,3,1,4,4,7,6
4,5,3,6,2,7,4,3,8,4
4,3,2,3,2,1,3,5,4,6
2,5,1,5,4,4,1,5,4,7
0,8,2,0,5,3,6,4,2,9
3,3,1,5,3,5,4,4,5,6
5,15,4,14,8,7,7,13,15,22
4,10,2,5,10,4,5,8,9,14
12,9,8,11,5,10,4,8,24,13
5,6,7,8,3,5,2,5,7,11
12,24,12,9,14,13,11,19,33,26
0,3,0,4,2,2,3,3,6,6
0,2,0,1,3,3,1,6,2,9
3,2,1,3,1,5,4,3,8,4
3,4,2,5,2,2,1,4,7,11
4,6,3,4,3,5,2,4,12,10
3,4,2,3,4,4,3,3,8,6
5,4,2,6,2,6,4,3,8,5
7,14,7,8,9,11,8,28,20,40
0,1,1,1,1,2,0,2,3,4
3,3,2,2,3,0,3,4,3,7
6,12,5,10,14,7,10,12,14,16
26,33,11,28,16,21,25,22,53,47
1,2,1,3,2,1,1,3,5,5
3,7,1,2,8,3,4,9,6,11
9,7,5,13,7,7,7,11,17,15
0,4,0,5,3,2,5,7,5,5
2,5,1,5,4,3,2,4,8,10
5,15,5,11,12,12,9,19,14,28
8,12,3,10,4,8,5,7,15,10
5,9,8,6,7,5,3,13,13,15
10,16,9,11,13,10,7,16,28,33
6,10,6,9,8,12,4,11,19,24
1,2,1,1,4,3,2,6,5,8
3,4,2,6,1,5,4,2,9,3
2,3,1,5,3,6,0,4,7,4
2,3,1,2,1,3,1,2,6,2
5,9,3,5,2,4,2,4,9,10
2,9,1,5,5,2,7,7,4,9
2,8,1,2,10,4,4,13,5,16
2,11,2,7,6,7,4,6,9,17
1,5,2,2,4,5,3,6,5,5
3,11,2,4,8,6,4,10,9,17
1,4,1,2,5,6,3,5,5,10
9,9,4,12,4,9,6,10,21,13
1,2,2,2,0,1,0,3,3,3
0,6,0,1,5,2,1,4,1,10
1,7,1,3,2,4,2,3,6,3
2,6,1,2,6,3,1,4,6,10
1,8,0,5,8,3,3,4,7,16
4,7,5,3,6,3,5,8,11,14
2,5,3,4,5,3,4,3,6,8
7,5,4,5,2,4,2,5,11,6
1,4,2,3,5,2,4,4,6,10
0,2,0,4,1,2,2,6,3,3
7,11,8,5,8,8,2,10,15,17
4,4,4,6,3,7,1,1,7,5
4,4,2,5,3,3,5,3,6,4
3,9,1,4,6,2,2,5,7,13
3,4,3,6,1,3,4,2,6,3
0,2,2,1,2,0,1,4,3,5
12,8,7,13,7,11,6,9,17,12
4,11,1,7,7,10,3,11,16,19
5,11,3,8,9,11,4,12,14,20
4,6,5,6,3,7,4,4,11,5
0,7,0,2,2,2,2,3,2,5
3,9,2,7,6,4,3,11,8,13
1,7,2,3,5,3,4,14,8,17
3,3,1,7,2,5,2,2,7,7
1,5,1,1,6,2,1,10,5,11
2,5,2,2,2,1,0,5,5,8
1,2,2,5,1,4,1,3,9,4
7,6,5,12,4,13,5,4,18,10
2,7,1,2,5,3,4,4,6,9
9,6,6,12,6,7,6,7,19,10
4,11,6,6,8,5,6,7,11,16
7,10,6,8,8,5,9,10,15,18
4,7,1,6,6,5,4,6,10,11
0,6,0,6,6,4,1,5,6,8
5,8,4,7,6,5,5,7,9,13
1,6,3,5,6,6,3,8,14,12
3,6,2,4,3,7,4,7,7,6
14,11,12,14,8,13,9,10,17,17
5,15,3,10,13,5,9,14,14,22
9,12,9,11,9,7,8,12,20,20
11,13,4,12,10,13,6,12,15,20
1,3,0,1,2,2,1,8,1,7
3,3,2,6,3,4,2,4,7,6
4,4,2,6,4,6,8,8,12,10
5,11,3,8,7,5,5,9,14,19
8,12,4,12,4,10,9,9,19,17
2,1,2,3,0,6,1,2,7,3
12,14,8,11,14,8,15,20,24,33
9,8,8,9,8,8,6,6,15,15
14,12,13,17,10,10,10,12,28,19
6,20,4,7,14,12,12,19,18,36
6,11,4,4,7,4,5,11,15,25
1,10,1,6,3,5,2,8,7,13
4,5,1,2,2,5,3,5,8,6
1,5,2,0,2,4,2,3,7,5
6,2,5,5,5,6,4,6,8,11
4,6,4,5,5,6,5,5,9,8
1,8,0,2,7,4,2,6,5,10
2,8,2,4,6,3,3,8,4,8
6,10,5,8,7,9,4,8,11,15
3,2,2,3,2,4,1,4,8,3
6,3,3,5,8,7,5,14,10,17
7,6,6,10,6,11,7,14,18,15
12,24,9,16,18,15,11,21,24,39
1,3,1,3,5,3,0,6,4,10
8,12,4,4,14,10,8,13,17,24
9,12,4,12,6,12,4,7,15,15
4,5,5,3,5,6,5,7,8,10
7,7,8,8,5,10,4,6,11,14
4,10,5,7,6,8,6,10,15,15
7,13,7,6,9,11,10,13,17,22
15,27,9,22,18,21,14,29,45,45
7,13,6,12,8,7,9,12,18,19
3,9,3,6,6,6,7,10,6,14
2,8,3,4,8,5,3,6,8,16
3,7,5,6,4,5,2,4,11,6
0,6,0,2,4,4,3,5,4,6
0,3,1,2,2,3,2,7,5,9
11,9,9,15,9,12,8,8,26,19
3,6,2,5,5,6,3,9,7,14
2,9,5,4,8,6,6,9,8,15
0,2,0,0,3,3,1,5,3,6
8,6,5,9,7,9,5,10,17,17
2,7,2,5,7,4,5,7,9,13
8,8,7,20,10,7,4,14,20,24
5,6,5,4,5,3,3,3,7,7
3,8,3,5,6,4,1,4,7,9
2,5,1,3,3,4,2,3,6,5
4,12,5,6,9,7,7,13,8,26
18,20,11,21,9,16,14,29,37,38
3,4,3,4,4,4,3,8,5,10
3,3,2,3,1,5,2,2,4,7
8,15,7,10,13,5,5,16,20,25
12,10,14,28,10,18,12,13,33,23
0,7,0,2,5,2,3,6,3,10
3,4,2,4,2,4,4,6,7,8
1,4,0,5,2,4,3,2,8,6
7,7,7,8,7,7,2,6,14,13
4,12,6,6,9,9,4,12,22,22
6,10,5,8,2,3,8,5,15,12
3,8,5,5,6,6,3,5,11,11
3,3,2,4,1,1,5,2,8,2
6,11,5,4,6,8,6,6,11,10
4,2,1,7,3,4,2,4,10,8
1,7,0,3,6,3,3,5,3,9
2,8,3,5,4,4,2,6,4,10
2,7,1,3,3,8,1,5,11,9
3,8,5,7,6,3,5,7,8,11
14,17,10,18,17,24,11,16,34,32
12,23,10,12,22,11,12,22,23,43
5,12,7,8,8,9,5,8,17,12
13,24,10,15,19,23,14,23,33,34
4,4,4,3,3,5,5,5,12,7
2,3,2,1,2,1,1,3,5,6
8,9,5,8,6,7,3,12,19,19
7,7,4,6,7,6,9,9,15,17
5,3,3,6,3,6,2,2,7,7
29,46,23,49,35,40,32,59,75,88
1,8,2,3,6,4,7,8,8,16
0,2,0,1,0,1,0,1,5,2
5,2,4,4,3,7,2,8,10,7
9,13,9,21,18,15,6,22,30,35
0,3,0,3,1,5,2,2,9,3
3,4,2,1,2,2,1,4,5,4
10,17,10,10,12,11,10,16,20,23
10,15,9,13,10,12,10,21,19,25
0,4,1,2,3,0,4,4,2,8
8,11,7,12,6,12,4,6,20,19
1,5,2,4,2,5,1,6,5,8
4,10,5,12,6,5,6,7,12,15
0,6,2,2,4,3,3,6,4,9
4,5,2,8,3,7,3,6,11,8
3,9,4,8,10,9,6,9,13,15
1,8,2,2,6,1,2,6,3,10
4,7,4,4,7,6,9,9,10,15
1,7,2,4,5,3,4,8,4,10
36,42,20,61,29,38,23,51,82,87
2,8,3,2,4,4,3,6,5,10
0,5,1,0,4,5,2,6,2,8
10,14,8,13,8,12,8,9,20,15
3,5,3,2,6,2,5,5,8,14
5,4,6,7,2,7,3,5,13,6
6,6,5,6,2,2,4,6,14,11
2,6,2,5,4,6,7,4,8,8
2,3,3,3,2,1,2,4,3,6
3,10,4,7,7,10,3,10,12,19
14,27,10,26,21,19,22,28,45,63
8,9,8,9,7,9,7,10,21,17
5,11,5,7,7,6,4,14,11,22
1,10,2,5,9,3,2,8,5,13
2,5,2,3,2,5,3,2,9,4
5,5,2,5,6,3,2,5,10,10
1,2,3,8,1,6,4,3,7,4
2,12,2,7,8,5,8,14,7,22
6,8,6,7,5,7,6,10,18,13
6,10,5,6,10,5,7,15,10,22
3,3,3,2,1,4,2,5,6,6
10,15,8,7,12,8,4,17,21,23
9,9,8,13,7,12,8,10,17,16
5,12,2,11,9,6,7,10,14,18
5,8,7,5,8,7,2,9,13,16
7,12,2,10,6,10,5,10,19,14
7,14,4,16,6,9,5,17,18,21
2,6,1,5,5,5,4,4,9,6
5,2,4,5,3,3,2,3,6,7
6,21,8,13,17,18,9,18,25,31
7,12,8,7,9,6,5,11,13,13
6,12,7,8,8,12,7,12,18,18
2,8,0,6,5,4,3,11,7,12
3,2,1,4,3,3,4,6,11,6
1,6,1,2,4,3,3,5,3,7
1,4,0,4,4,2,4,4,7,5
1,0,0,2,1,1,2,2,7,3
0,8,0,3,2,3,2,4,3,10
1,10,2,3,6,2,2,9,8,12
5,9,2,5,8,3,3,9,8,23
3,4,2,5,2,4,6,2,10,8
3,5,1,4,1,5,5,2,8,7
0,3,1,2,1,0,1,0,4,5
1,6,2,2,8,2,2,7,6,11
3,11,1,7,3,6,3,11,9,20
2,3,3,2,4,3,2,3,4,7
1,4,1,1,1,1,0,3,2,4
3,8,4,5,5,3,5,6,5,7
3,7,2,6,7,4,4,9,8,18
1,3,3,1,2,3,3,3,4,6
5,7,3,6,6,10,5,9,13,13
2,5,1,2,6,3,1,6,2,13
11,24,6,16,17,13,13,23,30,33
2,8,2,3,6,4,5,5,8,11
5,14,1,2,8,1,4,10,7,15
3,3,5,5,1,3,2,6,8,10
13,12,6,23,10,15,10,15,23,18
8,19,7,13,14,11,13,18,31,40
5,4,4,8,3,11,4,3,14,4
3,10,7,5,7,9,8,12,13,14
2,14,5,3,11,3,5,13,7,17
5,5,4,7,0,7,2,1,12,7
2,5,3,3,2,5,0,4,10,10
1,4,1,3,4,3,0,7,2,6
7,5,3,8,4,7,5,5,12,8
7,8,7,13,4,9,3,8,17,11
3,5,3,5,3,5,3,4,8,6
3,2,3,1,1,2,1,2,9,3
1,6,0,2,4,3,1,7,5,8
9,7,7,8,6,10,2,9,11,12
3,10,4,12,11,12,5,17,18,18
0,5,0,2,5,2,3,8,3,11
3,3,2,5,1,2,1,6,4,3
4,4,3,2,3,4,2,6,8,7
7,8,6,7,10,6,4,8,13,19
4,6,2,8,3,10,2,6,10,11
7,7,6,11,5,10,4,8,14,6
2,6,1,3,5,3,1,5,3,8
3,3,5,4,3,5,2,4,8,7
3,8,2,5,3,6,3,4,10,8
1,7,1,2,6,2,4,7,5,10
3,3,1,4,1,4,3,2,5,3
1,6,1,6,7,7,2,7,9,17
4,9,2,4,5,5,3,8,10,10
2,8,5,5,4,2,4,7,6,12
1,11,0,4,6,2,5,8,6,15
3,7,0,8,8,4,3,12,9,21
7,6,4,4,4,6,2,5,12,11
4,4,4,6,4,2,4,7,10,8
10,8,4,9,5,10,6,8,14,13
3,10,3,8,11,7,11,9,19,25
7,10,3,6,6,9,4,15,15,15
2,6,2,2,4,4,1,5,7,8
5,11,4,8,5,8,7,14,16,18
5,5,10,7,4,6,3,4,14,5
3,9,3,4,6,5,3,10,12,9
3,11,3,4,6,5,3,8,8,11
3,2,2,4,2,7,1,4,13,7
4,4,5,10,5,8,6,8,10,16
7,16,8,12,8,9,8,13,20,18
5,12,6,9,6,8,10,8,12,18
2,4,1,3,2,6,2,4,6,6
0,5,1,2,4,1,1,4,2,10
3,5,2,4,4,3,2,4,7,8
2,4,3,4,1,5,1,3,5,6
3,6,4,6,8,6,2,12,12,15
1,5,0,2,4,5,5,3,4,7
2,8,3,2,10,6,3,10,9,15
6,6,3,5,8,8,4,7,20,15
10,22,5,12,14,8,11,16,20,29
9,15,10,18,9,12,10,10,33,14
1,8,2,6,5,9,4,7,8,12
9,15,6,16,8,15,8,13,28,22
5,10,4,9,5,6,4,11,12,13
13,21,5,14,16,13,13,20,31,36
4,7,5,7,5,5,5,9,10,11
7,22,5,10,18,16,12,19,29,38
3,6,5,4,6,6,5,6,14,15
2,5,2,6,3,3,2,5,8,5
4,8,6,6,6,5,6,10,14,12
10,4,7,9,5,10,2,11,19,12
2,4,3,2,3,1,3,6,5,7
8,14,8,7,10,8,10,12,14,19
9,11,8,10,9,8,9,12,25,22
5,7,4,3,3,5,5,8,7,18
3,10,5,6,6,4,4,8,14,18
21,22,21,26,8,27,18,22,50,35
3,12,5,6,10,9,4,14,15,22
4,4,4,4,2,5,2,2,10,10
5,5,6,5,2,4,2,4,9,4
16,11,18,21,7,22,5,12,35,14
6,13,7,6,11,8,9,16,13,16
14,10,9,13,11,13,6,18,17,25
5,12,3,6,6,7,5,7,13,18
3,5,6,7,2,5,2,3,15,11
3,14,3,5,12,5,5,14,11,22
1,6,1,3,3,1,1,5,1,4
10,10,8,15,10,16,6,11,21,15
4,8,2,8,7,6,3,10,13,14
4,2,3,8,2,4,3,4,6,7
2,4,2,7,4,5,5,3,9,13
8,5,6,7,5,10,4,9,13,9
5,13,2,7,6,5,6,9,17,14
0,4,1,0,3,0,1,3,1,3
1,5,2,0,2,0,2,3,4,7
2,3,2,1,3,2,1,3,3,11
6,12,4,10,9,8,5,10,11,13
5,1,6,8,1,7,1,4,11,4
7,11,5,8,4,7,7,7,16,13
9,12,7,15,9,13,7,9,23,19
5,15,5,8,8,9,6,10,17,17
10,12,6,9,13,12,4,13,20,23
0,4,0,1,4,0,1,5,2,7
1,10,1,8,10,6,11,13,14,19
1,4,3,1,5,4,0,5,4,7
6,4,8,7,2,5,6,4,8,6
1,4,0,3,3,0,1,3,2,5
4,14,3,7,10,4,7,13,9,33
4,6,4,4,4,7,2,5,8,7
1,5,3,3,5,1,5,4,4,9
3,8,3,5,7,4,6,5,10,8
0,2,0,1,2,2,0,2,5,6
0,4,1,5,2,1,0,5,5,8
1,6,1,3,2,4,4,5,7,5
1,2,1,1,3,3,2,5,5,7
11,8,5,10,6,13,5,9,20,12
10,16,4,9,8,11,6,7,20,23
10,5,4,12,1,9,3,9,19,11
2,5,1,2,3,2,3,5,3,6
2,5,1,3,6,5,6,3,7,9
2,5,2,2,3,5,3,8,6,15
4,6,2,6,4,6,1,5,8,7
2,4,2,3,3,4,3,4,4,4
0,2,2,5,1,5,2,3,4,5
2,7,2,1,2,3,2,6,4,5
2,9,3,6,4,3,4,5,9,9
5,2,3,6,1,5,3,2,7,5
8,7,4,8,4,8,6,5,14,13
1,4,1,7,1,6,3,4,9,7
4,9,1,8,4,8,4,11,12,13
0,8,2,0,5,4,1,5,6,7
2,9,3,3,7,4,5,8,8,11
2,1,3,2,2,1,2,3,3,4
2,12,1,3,6,6,7,7,9,12
1,4,1,3,2,2,4,5,5,9
1,3,2,2,3,2,2,1,5,3
1,7,0,3,3,4,5,4,5,10
7,10,8,10,11,9,7,13,16,23
2,10,3,5,10,7,8,12,10,25
9,6,4,8,6,8,5,9,15,10
4,4,1,4,1,5,2,7,10,14
0,9,2,3,13,3,4,14,7,21
5,4,5,7,3,7,1,4,11,6
12,13,9,20,13,23,12,9,30,20
5,7,4,7,6,5,5,8,12,11
8,14,5,12,7,13,7,13,24,21
0,3,0,3,2,1,2,4,3,8
14,15,8,20,12,15,8,14,31,30
5,11,3,12,7,11,5,13,17,21
3,8,4,4,5,4,6,8,7,15
5,6,4,6,4,5,3,5,8,6
1,6,3,2,3,3,4,7,5,8
10,8,10,19,7,11,9,13,33,27
15,32,14,29,25,19,17,32,37,60
3,6,3,7,0,4,2,3,11,2
7,11,5,12,6,9,6,12,25,19
5,4,4,4,2,6,4,5,14,8
1,2,1,3,2,3,0,3,7,8
4,10,4,10,7,7,5,11,12,18
4,4,4,3,6,6,2,6,6,14
3,4,5,6,5,9,4,7,18,16
1,5,1,2,5,1,2,7,5,7
3,7,2,9,4,3,7,2,9,10
1,4,2,2,8,9,3,4,7,10
8,8,9,7,7,13,3,7,18,11
1,1,0,2,2,1,0,4,3,5
2,7,0,5,2,3,0,4,8,15
5,7,3,8,3,9,3,2,12,5
2,9,3,7,6,3,6,11,10,12
7,5,2,8,1,6,3,2,19,9
5,2,2,9,1,7,5,1,12,8
2,5,2,3,3,4,2,6,9,8
3,4,3,3,4,1,3,5,7,5
13,10,11,15,9,14,8,11,25,21
4,9,1,8,9,3,5,11,12,14
5,8,5,8,2,3,4,8,13,11
6,7,8,7,5,7,5,9,15,10
4,4,2,7,4,6,4,2,10,7
3,10,1,6,10,11,7,12,15,22
1,10,3,7,3,7,5,3,15,11
6,9,5,10,9,10,8,9,16,20
1,8,0,2,8,2,4,8,4,10
6,12,2,7,6,8,7,12,13,12
3,3,1,5,2,5,2,7,6,9
1,3,2,3,4,1,2,7,9,9
0,3,1,0,3,1,1,4,1,9
2,7,2,5,5,5,2,10,6,10
5,8,1,6,6,4,6,5,7,16
0,6,1,2,5,2,2,6,4,8
3,9,2,5,6,7,3,8,11,14
4,5,4,6,4,6,3,6,6,6
6,7,4,13,4,6,8,17,14,20
2,4,0,2,4,4,0,5,3,8
8,7,4,8,5,7,5,10,16,18
3,8,2,4,6,3,5,5,6,12
8,14,2,6,15,9,10,16,18,40
4,6,3,7,4,7,5,3,10,7
9,5,4,12,4,8,4,5,15,8
5,13,4,5,14,7,5,14,12,21
5,5,4,9,3,9,5,5,12,7
16,19,9,17,16,19,20,25,38,56
1,4,0,1,1,3,0,5,3,4
4,9,3,10,3,10,1,10,12,9
6,11,4,10,7,12,4,11,16,14
7,10,6,9,11,9,6,11,16,18
4,8,6,5,7,6,6,9,10,16
5,4,2,5,1,4,2,0,8,5
0,4,0,0,2,0,1,2,0,5
5,12,4,8,8,10,3,12,12,18
1,4,3,2,3,1,1,3,4,4
9,6,7,13,6,14,6,15,23,17
7,9,4,10,5,9,4,5,12,7
3,3,1,3,7,3,2,6,7,10
1,6,2,2,3,2,5,6,6,6
5,8,3,6,4,1,2,9,12,11
2,20,5,8,16,5,13,19,9,32
5,8,7,5,4,6,5,4,15,6
4,2,3,3,2,3,2,1,6,7
6,2,4,6,2,6,2,5,7,6
4,5,2,5,3,3,2,2,6,5
1,6,1,2,3,2,2,5,5,4
3,4,3,6,5,2,7,9,7,11
1,4,2,4,2,4,2,3,9,3
3,8,3,5,4,4,3,3,10,7
2,9,4,4,6,3,8,5,10,10
12,14,6,10,10,8,13,10,15,16
4,9,3,4,7,3,6,9,7,12
1,9,1,3,7,1,6,12,2,14
3,8,2,6,7,5,5,16,8,23
7,10,3,10,6,9,5,8,15,19
6,15,2,11,9,7,6,10,17,26
1,8,1,6,3,4,3,3,10,10
2,13,1,5,11,5,2,9,7,22
9,7,5,10,8,12,7,9,16,11
1,6,2,3,6,2,5,5,6,10
8,8,4,7,6,9,5,8,17,13
3,10,2,7,9,3,7,12,9,16
11,8,4,7,9,9,5,10,18,20
4,2,3,4,2,5,2,1,7,2
1,5,1,3,5,1,1,11,4,9
1,1,0,3,0,1,3,1,6,2
5,13,4,7,8,7,5,10,14,17
6,10,7,10,6,13,7,7,23,17
4,4,5,4,2,1,3,2,7,5
3,9,2,4,8,8,3,15,9,20
8,8,6,10,10,14,4,8,21,16
9,8,2,9,6,8,4,12,16,15
3,4,1,6,3,7,3,2,12,8
12,10,8,13,8,15,9,16,34,21
8,6,10,5,7,8,5,8,17,15
1,3,2,3,2,2,2,6,4,6
0,3,0,1,2,2,1,3,5,6
4,4,4,5,4,3,7,9,9,8
3,13,2,9,3,9,5,6,16,13
1,6,2,1,4,1,1,6,5,11
4,7,2,8,4,9,6,5,12,8
8,10,8,15,12,10,8,12,27,25
4,8,4,8,3,4,3,3,8,4
2,4,2,3,2,3,0,4,7,8
4,22,6,8,20,10,10,19,19,50
6,16,4,6,12,9,10,19,17,29
1,4,1,2,3,2,1,6,4,7
2,8,1,4,6,3,3,11,8,14
12,12,12,17,3,16,5,7,35,15
0,6,0,2,2,0,0,2,1,2
3,4,3,4,3,4,2,3,9,6
2,6,2,5,3,2,2,7,7,10
10,21,9,14,20,21,11,26,35,41
3,2,5,3,0,7,1,1,10,0
7,12,6,14,7,9,10,8,15,22
4,5,2,4,0,3,3,1,8,2
3,12,3,3,7,2,5,7,5,11
3,3,2,4,1,3,0,4,4,2
5,9,2,3,3,1,7,5,9,7
3,13,3,8,7,7,3,18,12,22
0,4,2,4,2,2,0,3,5,9
7,14,9,10,8,13,6,11,18,13
4,5,7,5,5,9,3,10,16,10
0,2,1,3,1,1,1,2,7,3
1,7,1,5,7,3,6,7,7,12
4,4,0,2,4,1,4,3,6,6
3,11,4,7,4,8,5,11,7,23
0,4,0,2,2,4,1,3,3,4
11,16,7,18,9,10,7,16,19,29
1,7,2,3,4,4,4,4,9,7
11,13,9,15,13,12,7,17,21,22
2,1,3,6,2,2,1,5,6,9
1,4,3,2,5,2,2,5,7,9
11,18,5,23,16,17,10,19,29,26
0,5,0,2,5,1,1,5,2,7
2,5,3,4,4,5,3,4,6,7
1,11,1,4,4,7,4,6,8,13
10,15,5,18,9,10,10,21,18,37
4,5,4,2,4,9,4,10,9,13
14,22,10,26,28,25,11,28,46,57
8,7,7,9,6,7,5,8,12,14
5,4,2,7,3,7,2,4,14,7
2,2,1,2,4,2,2,3,4,5
1,4,1,3,4,3,0,4,6,6
1,10,2,5,3,8,5,7,9,9
1,4,2,3,3,3,5,4,5,7
10,20,7,13,15,6,9,21,25,47
4,9,2,9,9,7,7,13,13,18
1,10,1,1,7,1,5,7,1,12
4,11,3,5,8,7,4,13,8,17
8,12,7,10,16,8,6,16,13,31
1,3,0,6,0,2,1,1,7,1
19,15,18,20,8,14,7,12,36,16
3,5,3,5,2,4,4,11,8,11
5,5,4,4,5,5,5,6,10,9
11,17,9,12,11,14,10,21,25,26
4,4,2,4,1,1,4,4,7,7
3,11,3,4,8,3,4,12,9,20
4,5,3,6,3,2,5,4,13,8
9,12,7,14,8,9,9,14,16,20
2,4,3,2,4,2,3,4,6,11
2,6,2,3,3,4,3,6,12,14
3,9,0,6,3,2,2,5,8,11
3,4,3,4,11,4,5,9,8,16
